Title,pos,neg,k=2,k=3,k=4,k=5
Halloween Resurrection,0.068,0.18,1,0,2,1
Dizzy Pilots,0.063,0.09,0,2,3,4
First Action Hero,0.07400000000000001,0.215,1,0,2,1
Verbo,0.084,0.138,1,0,1,4
The Way to the Gold,0.0,0.21899999999999997,1,0,2,1
The Mysterious Dr. Fu Manchu,0.054000000000000006,0.209,1,0,2,1
Gone to Earth,0.085,0.054000000000000006,0,2,3,0
The Pride of the Yankees,0.19899999999999998,0.039,0,1,0,3
Dead Lenny,0.015,0.11800000000000001,1,2,1,4
Puss 'n' Boats,0.062,0.07,0,2,3,0
The Badlanders,0.07,0.083,0,2,3,0
Million Dollar Legs,0.10300000000000001,0.073,0,2,3,2
Passing Fancy,0.12,0.08199999999999999,0,1,0,2
Sila Nerangalil Sila Manithargal,0.109,0.063,0,2,3,0
Ninja III: The Domination,0.07200000000000001,0.261,1,0,2,1
Blood Rage,0.04,0.131,1,0,1,4
The Beast of the City,0.095,0.20600000000000002,1,0,2,1
La Fenêtre,0.126,0.19899999999999998,1,0,2,1
Wildness of Youth,0.042,0.064,0,2,3,0
Teheran 43,0.08800000000000001,0.10300000000000001,0,2,1,2
The Mystery of Mr. X,0.045,0.153,1,0,1,4
Devour,0.055,0.165,1,0,1,4
Rebel Intruders,0.046,0.17800000000000002,1,0,2,1
Lessons of Darkness,0.042,0.075,0,2,3,0
Buried Secrets,0.073,0.165,1,0,1,4
Frederick Douglass and the White Negro,0.06,0.079,0,2,3,0
Thirunakkara Perumal,0.165,0.015,0,1,0,3
The Manster,0.06,0.09,0,2,3,4
Circus of Horrors,0.096,0.128,1,0,1,2
Two Tickets to Paradise,0.183,0.0,0,1,0,3
A Man Could Get Killed,0.096,0.105,0,2,1,2
Three Violent People,0.095,0.102,0,2,1,2
Inland Empire,0.063,0.098,0,2,1,4
The Clearing,0.073,0.046,0,2,3,0
Mangammagari Manavadu,0.14400000000000002,0.19,1,0,2,2
"I Love You, Alice B. Toklas",0.10400000000000001,0.0,0,2,3,0
Thieves and Liars,0.044000000000000004,0.08,0,2,3,0
Rose of the Rancho,0.087,0.0,0,2,3,0
Malibu Express,0.193,0.062,0,1,0,3
Children of Montmartre,0.1,0.134,1,0,1,2
Ibunda,0.012,0.07,0,2,3,0
Kekexili: Mountain Patrol,0.055999999999999994,0.10400000000000001,1,2,1,4
Son of Fury: The Story of Benjamin Blake,0.115,0.113,0,1,1,2
Begotten,0.052000000000000005,0.073,0,2,3,0
La Florida,0.0,0.057999999999999996,0,2,3,0
Asterix and the Vikings,0.11599999999999999,0.11,0,1,1,2
The Fighting Sullivans,0.10400000000000001,0.086,0,2,1,2
The Mummy's Ghost,0.055999999999999994,0.092,0,2,3,4
American Adobo,0.125,0.12300000000000001,0,1,1,2
Mere Naam Hai Mohabbat,0.205,0.289,1,0,2,1
Dil Kabaddi,0.099,0.057999999999999996,0,2,3,0
Death to Smoochy,0.084,0.174,1,0,2,1
The Box,0.0,0.381,1,0,2,1
Perfect Mismatch,0.08900000000000001,0.0,0,2,3,0
Robot Taekwon V,0.076,0.087,0,2,3,0
Fixed Bayonets!,0.01,0.147,1,0,1,4
Solar Attack,0.046,0.095,0,2,1,4
Lee,0.115,0.099,0,1,1,2
Sex and Zen III,0.086,0.08900000000000001,0,2,1,2
Ware für Katalonien,0.0,0.15,1,0,1,4
Gwendoline,0.111,0.091,0,2,1,2
The Giants,0.085,0.057,0,2,3,0
Chances Are,0.175,0.079,0,1,0,3
Basic Love,0.125,0.032,0,1,0,0
Eye of the Tiger,0.073,0.131,1,0,1,4
Dolemite,0.043,0.048,0,2,3,0
Universal Soldier: The Return,0.09,0.10099999999999999,0,2,1,2
Maximum Surge,0.08900000000000001,0.154,1,0,1,4
Justice,0.09,0.134,1,0,1,2
The Cat's-Paw,0.081,0.07,0,2,3,0
Savage Harvest,0.0,0.126,1,2,1,4
The Bandolero,0.07400000000000001,0.099,0,2,1,4
Illegal,0.055999999999999994,0.154,1,0,1,4
The Creeping Flesh,0.106,0.156,1,0,1,2
3 Strikes,0.040999999999999995,0.245,1,0,2,1
The Blue Lagoon,0.142,0.05,0,1,0,3
Spirit Bear: The Simon Jackson Story,0.20800000000000002,0.043,0,1,0,3
Brain Donors,0.084,0.047,0,2,3,0
The Adventures of Buckaroo Banzai Across the 8th Dimension,0.078,0.086,0,2,3,0
Afterglow,0.10400000000000001,0.077,0,2,3,2
Aar Paar,0.156,0.0,0,1,0,3
Fanfan la Tulipe,0.175,0.049,0,1,0,3
Telokhranitel,0.043,0.16899999999999998,1,0,2,4
A Girl Like Me,0.131,0.053,0,1,0,3
"Mitr, My Friend",0.087,0.059000000000000004,0,2,3,0
The Leghorn Blows at Midnight,0.055,0.055999999999999994,0,2,3,0
The Haunted House,0.076,0.161,1,0,1,4
Dylan Dog: Dead of Night,0.066,0.11599999999999999,1,2,1,4
Mediterraneo,0.109,0.059000000000000004,0,2,3,0
Of Gods and Men,0.122,0.154,1,0,1,2
Coffin Rock,0.055,0.151,1,0,1,4
Irakal,0.042,0.201,1,0,2,1
Welcome to Mooseport,0.10300000000000001,0.04,0,2,3,0
Teree Sang: A Kidult Love Story,0.09699999999999999,0.065,0,2,3,0
Vice Versa,0.040999999999999995,0.13699999999999998,1,0,1,4
The Killing Fields,0.086,0.126,1,0,1,4
Fighter,0.055,0.136,1,0,1,4
Bol Radha Bol,0.057,0.12300000000000001,1,2,1,4
Arundhati,0.142,0.113,0,1,0,2
The Seven Little Foys,0.087,0.153,1,0,1,4
We're No Bad Guys,0.166,0.12,0,1,0,2
Down and Out in Beverly Hills,0.135,0.031,0,1,0,3
Walk a Crooked Mile,0.0,0.0,0,2,3,0
Thanksgiving,0.049,0.14800000000000002,1,0,1,4
Dream Home,0.10300000000000001,0.14400000000000002,1,0,1,2
A Lost Lady,0.08199999999999999,0.079,0,2,3,0
I Was Monty's Double,0.043,0.077,0,2,3,0
Putham Pudhu Payanam,0.147,0.12,0,1,0,2
Nicole,0.146,0.147,1,1,1,2
Mizhi Randilum,0.062,0.201,1,0,2,1
Inkheart,0.079,0.085,0,2,3,0
The Story of Joseph and His Brethren,0.054000000000000006,0.059000000000000004,0,2,3,0
Alaskan Nights,0.095,0.069,0,2,3,0
Basic Training,0.16399999999999998,0.115,0,1,0,2
Aga Bai Arrecha,0.162,0.11199999999999999,0,1,0,2
Mouna Guru,0.034,0.17300000000000001,1,0,2,4
Gung Ho!,0.066,0.17600000000000002,1,0,2,1
Green Fire,0.08199999999999999,0.08900000000000001,0,2,1,0
Calmos,0.126,0.069,0,1,0,2
Chronopolis,0.107,0.121,0,2,1,2
Billa No. 786,0.0,0.223,1,0,2,1
Desperate Moment,0.092,0.201,1,0,2,1
Vincere,0.046,0.157,1,0,1,4
The Glitter Dome,0.128,0.062,0,1,0,2
Fourteen Hours,0.028999999999999998,0.11,1,2,1,4
The Cheetah Girls: One World,0.12300000000000001,0.036000000000000004,0,1,0,0
Mammoth,0.042,0.043,0,2,3,0
Fire with Fire,0.154,0.05,0,1,0,3
Close-up,0.109,0.059000000000000004,0,2,3,0
The State of Things,0.013999999999999999,0.094,1,2,3,4
The Last Day of Summer,0.094,0.061,0,2,3,0
Return of the Killer Tomatoes,0.09699999999999999,0.13699999999999998,1,0,1,2
Tawaif,0.21100000000000002,0.057999999999999996,0,1,0,3
Handsome Harry,0.08,0.091,0,2,1,2
Go Figure,0.114,0.087,0,1,0,2
Ironclad,0.059000000000000004,0.16699999999999998,1,0,1,4
Tortilla Soup,0.14800000000000002,0.08199999999999999,0,1,0,2
New Battles Without Honor and Humanity,0.047,0.115,1,2,1,4
My Memories of Old Beijing,0.10400000000000001,0.171,1,0,1,2
Ratchagan,0.115,0.166,1,0,1,2
Red Dog,0.05,0.107,1,2,1,4
Suyamvaram,0.153,0.069,0,1,0,3
Hathyar: Face to Face with Reality,0.037000000000000005,0.17300000000000001,1,0,2,4
Roman-Legion Hare,0.038,0.07200000000000001,0,2,3,0
Nevada,0.128,0.057,0,1,0,2
A Hound For Trouble,0.047,0.017,0,2,3,0
Twist Around the Clock,0.096,0.151,1,0,1,2
Once Upon a Girl,0.048,0.0,0,2,3,0
Falling Sky,0.062,0.225,1,0,2,1
K2,0.124,0.11800000000000001,0,1,1,2
The Great Impostor,0.083,0.10099999999999999,0,2,1,2
Super Demetrios,0.191,0.131,0,1,0,2
Tee for Two,0.044000000000000004,0.053,0,2,3,0
The Reunion,0.248,0.023,0,1,0,3
Mukunthetta Sumitra Vilikkunnu,0.055999999999999994,0.10300000000000001,1,2,1,4
House Party 3,0.201,0.038,0,1,0,3
Trooper Clerks,0.048,0.064,0,2,3,0
Pale Rider,0.09,0.131,1,0,1,2
The Bone Collector,0.047,0.198,1,0,2,1
Nenjinile,0.17300000000000001,0.1,0,1,0,3
Nightmare,0.078,0.138,1,0,1,4
The Tapes,0.067,0.037000000000000005,0,2,3,0
Elisita,0.243,0.019,0,1,0,3
House Party 2,0.156,0.083,0,1,0,3
Bambi,0.188,0.09,0,1,0,3
Mittal v/s Mittal,0.135,0.14,1,1,1,2
Les Carabiniers,0.113,0.23199999999999998,1,0,2,1
Torch Song,0.033,0.16,1,0,1,4
Tortilla Heaven,0.085,0.095,0,2,1,2
Boxer's Adventure,0.053,0.156,1,0,1,4
Les Uns et les Autres,0.08800000000000001,0.122,1,2,1,2
Alibaba Aur 41 Chor,0.08,0.23600000000000002,1,0,2,1
Alvarez Kelly,0.045,0.09,0,2,3,4
Man with the Steel Whip,0.046,0.045,0,2,3,0
The Strange Love of Martha Ivers,0.12,0.133,1,0,1,2
Man Trouble,0.06,0.151,1,0,1,4
Black Dalia,0.0,0.201,1,0,2,1
Between Love and Hate,0.079,0.146,1,0,1,4
Zany Adventures of Robin Hood,0.125,0.102,0,1,0,2
Jo Hum Chahein,0.153,0.07,0,1,0,3
Last Orders,0.135,0.066,0,1,0,2
Strange Behavior,0.05,0.158,1,0,1,4
Seeds of Arkham,0.092,0.355,1,0,2,1
The Cheat,0.068,0.14400000000000002,1,0,1,4
Pula Rangadu,0.043,0.106,1,2,1,4
Albatross,0.11800000000000001,0.09300000000000001,0,1,0,2
If I Were a Rich Man,0.071,0.075,0,2,3,0
Two Came Back,0.017,0.121,1,2,1,4
Song Man,0.127,0.139,1,0,1,2
Flirting with Fate,0.084,0.237,1,0,2,1
Coincidence,0.122,0.114,0,1,1,2
Hide and go shriek,0.087,0.099,0,2,1,2
You Can't See 'round Corners,0.011000000000000001,0.214,1,0,2,1
Anna's Dream,0.21899999999999997,0.094,0,1,0,3
Investigation held by Kolobki,0.069,0.1,0,2,1,4
Crazy Eyes,0.175,0.063,0,1,0,3
A French Mistress,0.07,0.065,0,2,3,0
Forgotten Babies,0.04,0.111,1,2,1,4
"Welcome Home, Roscoe Jenkins",0.12,0.073,0,1,0,2
Krasue Valentine,0.040999999999999995,0.09300000000000001,0,2,3,4
Sambizanga,0.0,0.22699999999999998,1,0,2,1
Get Smart,0.091,0.132,1,0,1,2
Foreign Correspondent,0.057,0.09699999999999999,0,2,1,4
Collapse,0.05,0.067,0,2,3,0
Chupacabra: Dark Seas,0.076,0.078,0,2,3,0
Maniac Magee,0.051,0.141,1,0,1,4
Under the Roofs of Paris,0.141,0.154,1,0,1,2
RevoLOUtion: The Transformation of Lou Benedetti,0.141,0.228,1,0,2,1
Psy,0.128,0.122,0,1,1,2
Pieces of April,0.125,0.113,0,1,1,2
Down to Earth,0.13699999999999998,0.111,0,1,0,2
Serenity,0.083,0.133,1,0,1,4
Chicken and Duck Talk,0.065,0.106,0,2,1,4
Fatal Attraction,0.057,0.125,1,2,1,4
Delirious,0.099,0.075,0,2,3,0
Romeo,0.151,0.08199999999999999,0,1,0,2
Charlie's Angels: Full Throttle,0.09,0.131,1,0,1,2
Is There Anybody There?,0.071,0.184,1,0,2,1
Everything's Gone Green,0.142,0.12300000000000001,0,1,0,2
Anna,0.062,0.188,1,0,2,1
12:01 PM,0.051,0.153,1,0,1,4
The Lost Skeleton of Cadavra,0.038,0.086,0,2,3,4
The Strange One,0.07,0.102,0,2,1,4
Mannequin,0.14800000000000002,0.084,0,1,0,2
Seven Beauties,0.11900000000000001,0.162,1,0,1,2
"Hey, Hey, It's Esther Blueburger",0.14400000000000002,0.08800000000000001,0,1,0,2
Death Grip,0.096,0.094,0,2,1,2
Rampage,0.03,0.248,1,0,2,1
Esprit d'amour,0.065,0.09699999999999999,0,2,1,4
Death of a Ghost Hunter,0.043,0.11699999999999999,1,2,1,4
Rocket Science,0.08800000000000001,0.092,0,2,1,2
School's Out! The Musical,0.107,0.085,0,2,1,2
Aduri,0.11900000000000001,0.09699999999999999,0,1,1,2
Chithrakuzhal,0.057,0.079,0,2,3,0
The Sun in a Net,0.01,0.068,0,2,3,0
Daughter of the Nile,0.04,0.094,0,2,3,4
Granite Hotel,0.078,0.033,0,2,3,0
Star,0.085,0.19399999999999998,1,0,2,1
Lovey Mary,0.15,0.067,0,1,0,3
Aina,0.078,0.13699999999999998,1,0,1,4
Mausam,0.064,0.10400000000000001,0,2,1,4
Blood Colony,0.0,0.068,0,2,3,0
Burning Annie,0.064,0.043,0,2,3,0
The Square,0.022000000000000002,0.166,1,0,2,4
A Thousand Years of Good Prayers,0.091,0.075,0,2,3,0
In Harihar Nagar,0.07,0.08800000000000001,0,2,3,0
Cucumber Castle,0.059000000000000004,0.073,0,2,3,0
Wife for a Night,0.12300000000000001,0.068,0,1,0,2
Ben 10: Secret of the Omnitrix,0.083,0.149,1,0,1,4
The Cat in the Hat,0.08900000000000001,0.08199999999999999,0,2,3,0
Larceny on the Air,0.1,0.113,0,2,1,2
Niagara Fools,0.106,0.0,0,2,3,0
Insaaf Main Karoonga,0.126,0.115,0,1,1,2
Paradise Murdered,0.109,0.21100000000000002,1,0,2,1
Imtihaan,0.15,0.092,0,1,0,2
Meerkat Manor: The Story Begins,0.011000000000000001,0.135,1,0,1,4
Distant Shadow,0.027000000000000003,0.22899999999999998,1,0,2,1
Queen of the Damned,0.039,0.079,0,2,3,0
Virginal Young Blondes,0.048,0.053,0,2,3,0
Broadway Damage,0.11699999999999999,0.044000000000000004,0,1,3,0
Skin,0.043,0.122,1,2,1,4
Nammal,0.114,0.021,0,1,3,0
Whiskey School,0.27,0.0,0,1,0,3
Police Academy 3: Back in Training,0.086,0.08800000000000001,0,2,1,2
Imaginationland Episode II,0.076,0.248,1,0,2,1
Dil-E-Nadaan,0.136,0.064,0,1,0,3
The Storm,0.10300000000000001,0.183,1,0,2,1
Red Nightmare,0.06,0.071,0,2,3,0
Final Fantasy VII: Advent Children,0.049,0.061,0,2,3,0
The Secret Heart,0.124,0.114,0,1,1,2
This Happy Feeling,0.114,0.047,0,1,3,0
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,0.057,0.043,0,2,3,0
Love's Brother,0.193,0.083,0,1,0,3
Hello Dolly!,0.09300000000000001,0.087,0,2,1,2
Die Screaming Marianne,0.065,0.111,1,2,1,4
Adharm,0.066,0.07400000000000001,0,2,3,0
El Muerto,0.124,0.076,0,1,0,2
The Man in the Gray Flannel Suit,0.062,0.139,1,0,1,4
"Sorry, Wrong Number",0.046,0.16399999999999998,1,0,1,4
The Fear Inside,0.044000000000000004,0.124,1,2,1,4
Bad Ass,0.214,0.096,0,1,0,3
Miracle on 34th Street,0.15,0.027000000000000003,0,1,0,3
Juego de Niños,0.055,0.275,1,0,2,1
A Far Off Place,0.087,0.055999999999999994,0,2,3,0
Hijitus,0.0,0.0,0,2,3,0
Ánimas Trujano,0.107,0.071,0,2,3,2
L.A. Without a Map,0.07200000000000001,0.124,1,2,1,4
Man in the Dark,0.152,0.145,1,1,0,2
My Friend Flicka,0.10300000000000001,0.222,1,0,2,1
Yash,0.131,0.066,0,1,0,2
The Vigilantes Return,0.09300000000000001,0.049,0,2,3,0
Helen of Four Gates,0.08800000000000001,0.18,1,0,2,1
King of the Ants,0.024,0.191,1,0,2,1
Throne of Death,0.057999999999999996,0.21899999999999997,1,0,2,1
The Great Adventures of Wild Bill Hickok,0.065,0.062,0,2,3,0
Stage Hoax,0.027000000000000003,0.048,0,2,3,0
Die Hel,0.0,0.185,1,0,2,1
Not Easily Broken,0.11599999999999999,0.08900000000000001,0,1,0,2
Tie Me Up! Tie Me Down!,0.094,0.094,0,2,1,2
Boiling Point,0.032,0.153,1,0,1,4
Voices Within: The Lives of Truddi Chase,0.044000000000000004,0.151,1,0,1,4
Lettre d'amour zoulou,0.069,0.16699999999999998,1,0,1,4
Pippi in the South Seas,0.175,0.0,0,1,0,3
Games,0.076,0.19,1,0,2,1
Man's Favorite Sport?,0.099,0.08199999999999999,0,2,3,2
Son of Paleface,0.05,0.065,0,2,3,0
Drop Zone,0.125,0.136,1,0,1,2
Halloween 4: The Return of Michael Myers,0.044000000000000004,0.166,1,0,1,4
Body Armour,0.053,0.225,1,0,2,1
Martha & Ethel,0.036000000000000004,0.0,0,2,3,0
Me & Isaac Newton,0.098,0.0,0,2,3,0
Cave Dwellers,0.061,0.17,1,0,2,4
His Better Elf,0.124,0.052000000000000005,0,1,0,0
A Question of Silence,0.025,0.27899999999999997,1,0,2,1
Le Toubib,0.132,0.17,1,0,1,2
Come Live with Me,0.048,0.032,0,2,3,0
Sadomania,0.037000000000000005,0.055999999999999994,0,2,3,0
Poola Rangadu,0.096,0.1,0,2,1,2
Left in Darkness,0.10099999999999999,0.22399999999999998,1,0,2,1
The Countess Alice,0.024,0.057999999999999996,0,2,3,0
Pelli Chesi Choodu,0.1,0.122,1,2,1,2
Backlash,0.0,0.094,1,2,3,4
Saturn 3,0.022000000000000002,0.15,1,0,1,4
The Royal African Rifles,0.019,0.10300000000000001,1,2,1,4
Miss Annie Rooney,0.174,0.053,0,1,0,3
Shagird,0.05,0.10800000000000001,1,2,1,4
Bigfoot,0.107,0.10300000000000001,0,2,1,2
Nocturna,0.061,0.102,0,2,1,4
SistaGod,0.034,0.12,1,2,1,4
Fear no Evil,0.10099999999999999,0.066,0,2,3,0
The One That Got Away,0.077,0.107,0,2,1,4
Whip It!,0.284,0.09,0,1,0,3
My Future Boyfriend,0.165,0.067,0,1,0,3
Easy Virtue,0.12300000000000001,0.179,1,0,1,2
Sesame Street presents Follow That Bird,0.10099999999999999,0.085,0,2,3,2
An American Opera,0.044000000000000004,0.068,0,2,3,0
Docks of New York,0.201,0.19699999999999998,1,1,0,2
She's On Duty,0.046,0.11,1,2,1,4
"Reigo, the Deep-Sea Monster vs. the Battleship Yamato",0.057999999999999996,0.182,1,0,2,1
Dinosaurs! - A Fun-Filled Trip Back in Time!,0.139,0.054000000000000006,0,1,0,3
The Crusader,0.09,0.09699999999999999,0,2,1,2
3-Iron,0.078,0.11699999999999999,1,2,1,4
La mujer del ministro,0.138,0.183,1,0,1,2
The Hive,0.0,0.171,1,0,2,4
Onamalu,0.07400000000000001,0.08800000000000001,0,2,3,0
Sakkarakatti,0.131,0.096,0,1,0,2
Juice,0.07200000000000001,0.174,1,0,2,1
My Little Pony: A Very Pony Place,0.142,0.038,0,1,0,3
Hall Pass,0.106,0.125,1,0,1,2
La Fille de Monaco,0.139,0.096,0,1,0,2
Gymkata,0.114,0.11800000000000001,0,2,1,2
The Son of No One,0.043,0.193,1,0,2,1
Narasimham,0.11,0.179,1,0,2,1
The British Guide to Showing Off,0.079,0.037000000000000005,0,2,3,0
All the Queen's Men,0.057,0.125,1,2,1,4
Troll,0.057,0.155,1,0,1,4
Prodigal Son,0.109,0.145,1,0,1,2
The Raging Tide,0.051,0.094,0,2,1,4
Stanley,0.158,0.306,1,0,2,1
The Magic Box,0.081,0.11599999999999999,1,2,1,4
Our Time,0.087,0.10400000000000001,0,2,1,2
Route 666,0.046,0.161,1,0,1,4
Tweety's Circus,0.055999999999999994,0.10400000000000001,1,2,1,4
The Garment Jungle,0.009000000000000001,0.146,1,0,1,4
Shadow,0.08900000000000001,0.171,1,0,1,1
Dog Days,0.21600000000000003,0.040999999999999995,0,1,0,3
Going Greek,0.183,0.111,0,1,0,3
London After Midnight,0.0,0.136,1,0,1,4
Motocrossed,0.067,0.09,0,2,3,4
Fantômas,0.077,0.20199999999999999,1,0,2,1
The Man with the Rubber Head,0.068,0.08199999999999999,0,2,3,0
Peluca,0.127,0.0,0,1,0,0
Unholy,0.053,0.126,1,2,1,4
The Raggedy Rawney,0.042,0.105,1,2,1,4
No. 2,0.07,0.047,0,2,3,0
Dragonfly,0.068,0.091,0,2,1,4
Kung Fu Cult Master,0.11800000000000001,0.175,1,0,1,2
Galileo,0.096,0.039,0,2,3,0
School for Scoundrels,0.057,0.08199999999999999,0,2,3,0
Overlord,0.0,0.098,1,2,3,4
Jury Duty,0.02,0.059000000000000004,0,2,3,0
Genealogy,0.091,0.0,0,2,3,0
Band Waggon,0.07,0.102,0,2,1,4
Operation Sawdust,0.036000000000000004,0.237,1,0,2,1
Kung Fu Tootsie,0.031,0.127,1,2,1,4
Now I'll Tell One,0.135,0.158,1,0,1,2
Rape of the Sword,0.043,0.08800000000000001,0,2,3,4
Laura,0.10300000000000001,0.122,1,2,1,2
All of a Sudden,0.049,0.16699999999999998,1,0,1,4
Pellaindi Kaani,0.157,0.049,0,1,0,3
Three Colors: Blue,0.08900000000000001,0.077,0,2,3,0
Body of Evidence,0.113,0.203,1,0,2,1
Intimate Stories,0.073,0.023,0,2,3,0
A Flower in Hell,0.09,0.054000000000000006,0,2,3,0
Major League,0.109,0.084,0,2,3,2
Nick Fury: Agent of Shield,0.0,0.257,1,0,2,1
She-Devil,0.09,0.073,0,2,3,0
Yariyan,0.14400000000000002,0.043,0,1,0,3
Love's Unfolding Dream,0.11199999999999999,0.012,0,1,3,0
Promise at Dawn,0.032,0.158,1,0,1,4
Just My Luck,0.205,0.08199999999999999,0,1,0,3
The Good Witch's Garden,0.08199999999999999,0.062,0,2,3,0
Crimson Gold,0.08,0.106,0,2,1,4
"Silent Night, Bloody Night",0.0,0.332,1,0,2,1
The Boogie Man Will Get You,0.183,0.07200000000000001,0,1,0,3
The Last Picture Show,0.077,0.11199999999999999,1,2,1,4
The Fat Spy,0.159,0.0,0,1,0,3
The Captain's Table,0.10800000000000001,0.015,0,2,3,0
Max Hell Frog Warrior,0.17600000000000002,0.195,1,0,2,2
The Blood of Heroes,0.09300000000000001,0.040999999999999995,0,2,3,0
The Sons of Katie Elder,0.047,0.086,0,2,3,4
The Sovereign's Servant,0.066,0.14,1,0,1,4
Dilliwala Rajakumaran,0.175,0.069,0,1,0,3
Sisters of Death,0.034,0.183,1,0,2,1
A Reasonable Man,0.0,0.239,1,0,2,1
The Prize,0.11900000000000001,0.06,0,1,0,0
Prem Vivah,0.11800000000000001,0.075,0,1,0,2
Un amore perfetto,0.174,0.094,0,1,0,3
The Pizza Triangle,0.040999999999999995,0.20600000000000002,1,0,2,1
The Birth of White Australia,0.0,0.13,1,0,1,4
The Mirror Crack'd,0.055,0.17600000000000002,1,0,2,1
Camp Nowhere,0.102,0.052000000000000005,0,2,3,0
Hell to Pay,0.0,0.096,1,2,3,4
In the Realm of the Senses,0.07,0.146,1,0,1,4
Where's Sally?,0.13699999999999998,0.084,0,1,0,2
Desi Boyz,0.149,0.09,0,1,0,2
Bakgat,0.13699999999999998,0.071,0,1,0,2
Carancho,0.02,0.138,1,0,1,4
Ue wo Muite Arukou,0.13699999999999998,0.099,0,1,0,2
Forty Guns,0.063,0.18100000000000002,1,0,2,1
Bobby Deerfield,0.059000000000000004,0.255,1,0,2,1
Convict Concerto,0.099,0.14800000000000002,1,0,1,2
Prelude to War,0.076,0.06,0,2,3,0
L'uccello dalle piume di cristallo,0.086,0.147,1,0,1,4
I giorni dell'abbandono,0.099,0.172,1,0,1,1
Life During Wartime,0.09699999999999999,0.11199999999999999,0,2,1,2
Barricade,0.125,0.11599999999999999,0,1,1,2
The Tiger's Trail,0.14,0.086,0,1,0,2
The Sensuous Nurse,0.185,0.13699999999999998,0,1,0,2
The Incubus,0.069,0.188,1,0,2,1
Living the Dream,0.268,0.071,0,1,0,3
Paranormal Activity 2: Tokyo Night,0.044000000000000004,0.147,1,0,1,4
Bob's Baby,0.09699999999999999,0.0,0,2,3,0
Ghosts Can't Do It,0.099,0.18600000000000003,1,0,2,1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0.073,0.115,1,2,1,4
Marquis,0.077,0.105,0,2,1,4
But Not in Vain,0.046,0.10800000000000001,1,2,1,4
Fool's Gold,0.11199999999999999,0.047,0,1,3,0
Cape of Good Hope,0.212,0.08800000000000001,0,1,0,3
Tosun Paşa,0.055,0.085,0,2,3,0
Gilded Lillys,0.0,0.0,0,2,3,0
Mambazhakkalam,0.046,0.027999999999999997,0,2,3,0
Sehar,0.045,0.138,1,0,1,4
A Private Function,0.145,0.062,0,1,0,3
Santa's Slay,0.049,0.16399999999999998,1,0,1,4
Zorba the Greek,0.091,0.152,1,0,1,4
When Trumpets Fade,0.055,0.146,1,0,1,4
Imaginarium,0.047,0.092,0,2,3,4
The End of the Affair,0.337,0.0,0,1,0,3
The Baby of Mâcon,0.059000000000000004,0.159,1,0,1,4
...tick...tick...tick...,0.036000000000000004,0.073,0,2,3,0
I Love Luci,0.086,0.021,0,2,3,0
Selena,0.13699999999999998,0.102,0,1,0,2
Ulle Veliye,0.09,0.193,1,0,2,1
Lake Placid 3,0.061,0.133,1,0,1,4
I Love You,0.071,0.128,1,0,1,4
Danny,0.064,0.094,0,2,1,4
Tokyo Joe,0.059000000000000004,0.17600000000000002,1,0,2,1
Bodyguard,0.065,0.21100000000000002,1,0,2,1
The Dark,0.054000000000000006,0.132,1,0,1,4
Blind Love,0.311,0.09699999999999999,0,1,0,3
Heaven Is Round the Corner,0.065,0.061,0,2,3,0
Puss in Boots,0.13699999999999998,0.10400000000000001,0,1,0,2
The Emperor's Candlesticks,0.105,0.094,0,2,1,2
Patisserie Coin de rue,0.078,0.126,1,0,1,4
The Mind Benders,0.024,0.26,1,0,2,1
Pusher II,0.09699999999999999,0.17300000000000001,1,0,1,1
Pretty Poison,0.046,0.153,1,0,1,4
The Straight Story,0.07400000000000001,0.099,0,2,1,4
The Virgin Queen of St. Francis High,0.09300000000000001,0.087,0,2,1,2
Eternal Family,0.038,0.024,0,2,3,0
Chemistry,0.071,0.126,1,0,1,4
Man Push Cart,0.065,0.091,0,2,3,4
(Wes Craven Presents) Carnival of Souls,0.039,0.171,1,0,2,4
The Christmas Toy,0.09300000000000001,0.039,0,2,3,0
Paper Doll,0.087,0.19699999999999998,1,0,2,1
Purab Aur Paschim,0.18600000000000003,0.09699999999999999,0,1,0,3
Adrenalin: Fear the Rush,0.069,0.09699999999999999,0,2,1,4
Puppy Tale,0.069,0.057999999999999996,0,2,3,0
Money,0.166,0.09,0,1,0,3
Deception,0.054000000000000006,0.154,1,0,1,4
The X Files 2,0.055,0.113,1,2,1,4
Er Conde Jones,0.111,0.036000000000000004,0,1,3,0
Strange Intruder,0.1,0.14400000000000002,1,0,1,2
Sundance and the Kid,0.0,0.106,1,2,1,4
Boat Trip,0.11800000000000001,0.047,0,1,0,0
An American Tail: Fievel Goes West,0.08800000000000001,0.1,0,2,1,2
Line Engaged,0.191,0.083,0,1,0,3
Wedding Wars,0.077,0.036000000000000004,0,2,3,0
Oil for the Lamps of China,0.12,0.099,0,1,1,2
Uncorked,0.19899999999999998,0.034,0,1,0,3
Lovers and Other Strangers,0.085,0.038,0,2,3,0
Nirnayam,0.142,0.205,1,0,2,1
Harry and Tonto,0.09699999999999999,0.045,0,2,3,0
The Tony Blair Witch Project,0.037000000000000005,0.16,1,0,1,4
Wog Boy 2: Kings of Mykonos,0.09699999999999999,0.084,0,2,3,2
Battle of the Brides,0.10400000000000001,0.16899999999999998,1,0,1,2
