Title,pos,neg,k=2,k=3,k=4,k=5
Down Beat Bear,0.07200000000000001,0.048,0,2,3,0
Tutto l'amore che c'è,0.0,0.0,0,2,3,0
Rangoon Radha,0.146,0.092,0,1,0,2
The Departed,0.06,0.085,0,2,3,0
Gnomeo and Juliet,0.124,0.125,0,1,1,2
Josh,0.091,0.107,0,2,1,2
What Price Glory?,0.09,0.076,0,2,3,0
The Blue Umbrella,0.102,0.096,0,2,1,2
The Chameleon,0.042,0.11800000000000001,1,2,1,4
Fists in the Pocket,0.0,0.0,0,2,3,0
Shank,0.084,0.172,1,0,1,1
Can Mr. Smith Get to Washington Anymore?,0.061,0.10099999999999999,0,2,1,4
Villa Horror,0.0,0.3,1,0,2,1
Blame It on the Bellboy,0.075,0.124,1,2,1,4
Detectives on the Edge of a Nervous Breakdown,0.052000000000000005,0.11,1,2,1,4
Blackwoods,0.006,0.154,1,0,1,4
The Brothers,0.221,0.10800000000000001,0,1,0,3
Lies Before Kisses,0.15,0.14300000000000002,1,1,0,2
Page Miss Glory,0.126,0.052000000000000005,0,1,0,0
Zabriskie Point,0.081,0.149,1,0,1,4
Closed for Winter,0.10800000000000001,0.075,0,2,3,2
Par Où T'es Rentré? On T'a Pas Vu Sortir,0.085,0.154,1,0,1,4
Nosferatu in Venice,0.0,0.131,1,0,1,4
News Hounds,0.046,0.086,0,2,3,4
The Silence,0.07200000000000001,0.14800000000000002,1,0,1,4
Agni Sakshi,0.04,0.096,1,2,1,4
Venus Beauty Institute,0.11900000000000001,0.079,0,1,0,2
The Framed Cat,0.049,0.07,0,2,3,0
The Choppers,0.0,0.174,1,0,2,4
Sivandha Mann,0.124,0.147,1,0,1,2
Bottles,0.057,0.153,1,0,1,4
Je suis le seigneur du château,0.105,0.084,0,2,3,2
Armour of God,0.069,0.066,0,2,3,0
The Magical Legend of the Leprechauns,0.147,0.14800000000000002,1,1,1,2
ParaNorman,0.10400000000000001,0.175,1,0,1,1
Pachamarathanalil,0.11699999999999999,0.068,0,1,0,2
The Leech Woman,0.066,0.15,1,0,1,4
Billa,0.052000000000000005,0.19399999999999998,1,0,2,1
Cartouche,0.157,0.152,1,1,0,2
Bratz: The Movie,0.151,0.092,0,1,0,2
Trancers 4: Jack of Swords,0.0,0.13,1,0,1,4
Safar Barlik,0.177,0.091,0,1,0,3
Kamaal Dhamaal Malamaal,0.107,0.039,0,2,3,0
Bloodstone,0.055,0.19899999999999998,1,0,2,1
Gates of the Night,0.027999999999999997,0.09300000000000001,1,2,3,4
Lady from Chungking,0.0,0.175,1,0,2,4
The Conspirators,0.065,0.1,0,2,1,4
Wanted,0.062,0.063,0,2,3,0
Chemmeen,0.099,0.095,0,2,1,2
Forced Entry,0.027999999999999997,0.11199999999999999,1,2,1,4
Strife with Father,0.051,0.145,1,0,1,4
Here Comes Mr. Jordan,0.113,0.11599999999999999,0,2,1,2
The Prince,0.158,0.057,0,1,0,3
Dragon Ball: Plan to Eradicate the Super Saiyans,0.091,0.154,1,0,1,4
Birdemic: Shock and Terror,0.052000000000000005,0.10400000000000001,1,2,1,4
All the Fine Promises,0.127,0.14300000000000002,1,0,1,2
Shriman Shrimati,0.166,0.049,0,1,0,3
The Hound of the Deep,0.285,0.031,0,1,0,3
18 Bronzemen,0.064,0.14300000000000002,1,0,1,4
The Lathe of Heaven,0.135,0.09300000000000001,0,1,0,2
Colosseum: Rome's Arena of Death,0.12300000000000001,0.172,1,0,1,2
Two Hands,0.092,0.177,1,0,2,1
Waveriders,0.022000000000000002,0.0,0,2,3,0
The Missing Mouse,0.048,0.081,0,2,3,0
Krishnan Love Story,0.183,0.073,0,1,0,3
Sri Naga Shakthi,0.14300000000000002,0.247,1,0,2,1
Alien Contamination,0.037000000000000005,0.05,0,2,3,0
Waking Madison,0.085,0.156,1,0,1,4
Puff the Magic Dragon,0.129,0.062,0,1,0,2
Smart Alec,0.115,0.022000000000000002,0,1,3,0
Where Eagles Dare,0.08199999999999999,0.096,0,2,1,2
The Onion Field,0.040999999999999995,0.21600000000000003,1,0,2,1
Bad Bascomb,0.11699999999999999,0.172,1,0,1,2
Scrubbers,0.046,0.174,1,0,2,1
Sticky Fingers,0.03,0.0,0,2,3,0
Shoot the Moon,0.193,0.12300000000000001,0,1,0,3
The Untouchables,0.040999999999999995,0.124,1,2,1,4
A Run for Your Money,0.11900000000000001,0.1,0,1,1,2
Foxy Brown,0.052000000000000005,0.165,1,0,1,4
The Slick Chick,0.07400000000000001,0.113,1,2,1,4
Kizhakku Kadalkarai Salai,0.102,0.099,0,2,1,2
The Young Land,0.084,0.081,0,2,3,0
Chak De Phatte,0.19399999999999998,0.053,0,1,0,3
An Unforgettable Summer,0.069,0.134,1,0,1,4
Finishing School,0.08900000000000001,0.08900000000000001,0,2,1,2
"My Son, the Hero",0.10800000000000001,0.127,1,0,1,2
Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,0.08900000000000001,0.037000000000000005,0,2,3,0
The Big Journey,0.036000000000000004,0.008,0,2,3,0
Sukiyaki Western: Django,0.042,0.09300000000000001,0,2,3,4
Dr. Jekyll and Mr. Hyde,0.026000000000000002,0.172,1,0,2,4
A Chinese Torture Chamber Story,0.01,0.147,1,0,1,4
The Objective,0.059000000000000004,0.125,1,2,1,4
Uthiripookkal,0.05,0.185,1,0,2,1
The Monster Maker,0.10099999999999999,0.09699999999999999,0,2,1,2
ChilePuede,0.033,0.036000000000000004,0,2,3,0
The Legend of Bagger Vance,0.17600000000000002,0.094,0,1,0,3
An Empress and the Warriors,0.107,0.133,1,0,1,2
Hoodwink,0.031,0.159,1,0,1,4
Pandora's Box,0.048,0.12,1,2,1,4
Kiarash Anvari's Duet,0.13699999999999998,0.203,1,0,2,1
Desert Hearts,0.109,0.051,0,2,3,0
Nagabonar,0.147,0.0,0,1,0,3
Highlander: Endgame,0.096,0.129,1,0,1,2
The House Bunny,0.126,0.083,0,1,0,2
The Fly,0.086,0.107,0,2,1,2
Behind the Mask,0.066,0.10800000000000001,1,2,1,4
The Phantom Tollbooth,0.12300000000000001,0.066,0,1,0,2
Grumpier Old Men,0.066,0.084,0,2,3,0
Phoonk 2,0.05,0.22699999999999998,1,0,2,1
That Sinking Feeling,0.0,0.10800000000000001,1,2,1,4
Ensayo de un crimen,0.087,0.11800000000000001,1,2,1,2
Willard,0.040999999999999995,0.114,1,2,1,4
The Fall of Berlin,0.11,0.107,0,2,1,2
Paheli,0.071,0.075,0,2,3,0
I Dream Too Much,0.129,0.059000000000000004,0,1,0,2
Black Christmas,0.022000000000000002,0.185,1,0,2,1
Do You Remember Laurie Zimmer?,0.065,0.040999999999999995,0,2,3,0
Gamín,0.026000000000000002,0.14,1,0,1,4
The Crab Game,0.028999999999999998,0.105,1,2,1,4
The Client List,0.078,0.154,1,0,1,4
Destination Tokyo,0.064,0.174,1,0,2,1
Mars Needs Moms,0.092,0.086,0,2,3,2
The Bodyguard,0.076,0.05,0,2,3,0
Night Eyes,0.132,0.044000000000000004,0,1,0,3
The Man Who Wasn't There,0.039,0.0,0,2,3,0
Sleeping Beauty,0.131,0.099,0,1,0,2
St George's Day,0.105,0.094,0,2,1,2
First Daughter,0.064,0.127,1,0,1,4
Latino,0.10300000000000001,0.16899999999999998,1,0,1,2
L'Année des méduses,0.22,0.098,0,1,0,3
Blind Chance,0.099,0.086,0,2,1,2
Blackout,0.046,0.14800000000000002,1,0,1,4
The Dock Brief,0.083,0.168,1,0,1,4
Strangers When We Meet,0.10800000000000001,0.048,0,2,3,0
Miss Gold Digger,0.193,0.11599999999999999,0,1,0,3
Police,0.161,0.122,0,1,0,2
I Wonder Who's Killing Her Now?,0.08,0.16,1,0,1,4
Chrystal,0.016,0.22399999999999998,1,0,2,1
Sanders of the River,0.122,0.20600000000000002,1,0,2,1
Kaneez,0.155,0.149,1,1,0,2
Primer,0.067,0.064,0,2,3,0
Somebody Killed Her Husband,0.11199999999999999,0.10400000000000001,0,2,1,2
According to Greta,0.069,0.105,0,2,1,4
Private Lessons: Home Teacher's Breast,0.0,0.11800000000000001,1,2,1,4
Jason and the Argonauts,0.094,0.146,1,0,1,2
White Chicks,0.043,0.059000000000000004,0,2,3,0
Always Leave Them Laughing,0.081,0.126,1,0,1,4
Deewana,0.14300000000000002,0.142,1,1,1,2
La Masseria Delle Allodole,0.10400000000000001,0.065,0,2,3,0
Artistka,0.322,0.064,0,1,0,3
The Apache Kid,0.054000000000000006,0.065,0,2,3,0
Eleventh Hour,0.031,0.109,1,2,1,4
The Scarlet Runner,0.059000000000000004,0.0,0,2,3,0
Beginner's Luck,0.156,0.054000000000000006,0,1,0,3
Doosra Aadmi,0.08,0.106,0,2,1,4
The Graduate,0.067,0.11800000000000001,1,2,1,4
Ajnabee,0.06,0.122,1,2,1,4
A Corpse Hangs in the Web,0.045,0.14300000000000002,1,0,1,4
Five Weeks in a Balloon,0.075,0.12300000000000001,1,2,1,4
What Every Woman Knows,0.20199999999999999,0.05,0,1,0,3
Pure Luck,0.183,0.16,1,1,0,2
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,0.043,0.055,0,2,3,0
Buck Rogers in the 25th Century,0.073,0.111,1,2,1,4
Her Cardboard Lover,0.153,0.12300000000000001,0,1,0,2
Fight Club - Members Only,0.079,0.207,1,0,2,1
Deadline - U.S.A.,0.039,0.055999999999999994,0,2,3,0
Uma Aventura no Tempo,0.011000000000000001,0.10400000000000001,1,2,1,4
G.I. Wanna Home,0.038,0.122,1,2,1,4
La nudité toute nue,0.098,0.0,0,2,3,0
Northern Comfort,0.07200000000000001,0.092,0,2,1,4
Population 436,0.085,0.11900000000000001,1,2,1,2
Rancho Deluxe,0.1,0.127,1,0,1,2
La vida por Perón,0.067,0.11800000000000001,1,2,1,4
3 Engel für Ali,0.20199999999999999,0.027999999999999997,0,1,0,3
Main Chup Rahungi,0.028999999999999998,0.048,0,2,3,0
A Season Between Heaven and Hell,0.098,0.067,0,2,3,0
Exit Speed,0.027999999999999997,0.11699999999999999,1,2,1,4
Cop Out,0.078,0.13699999999999998,1,0,1,4
Aaja Nachle,0.156,0.077,0,1,0,3
Ivar Vivahitharayal,0.092,0.075,0,2,3,0
Firestarter,0.09300000000000001,0.133,1,0,1,2
Markova:Comfort Gay,0.054000000000000006,0.251,1,0,2,1
Carara,0.077,0.0,0,2,3,0
Shri Krishnanjaneya Yuddham,0.085,0.16699999999999998,1,0,1,4
Sixteen Decisions,0.095,0.06,0,2,3,0
Limbo,0.032,0.027000000000000003,0,2,3,0
Murder Most Foul,0.075,0.12,1,2,1,4
The Mothman Prophecies,0.038,0.085,0,2,3,4
Starship Troopers 2: Hero of the Federation,0.087,0.154,1,0,1,4
Beauty: In the Eyes of the Beheld,0.32,0.128,0,1,0,3
The Black Torment,0.059000000000000004,0.17,1,0,2,4
Amors Baller,0.12,0.053,0,1,0,0
Our Betters,0.121,0.075,0,1,0,2
Sherlock Pink,0.0,0.124,1,2,1,4
Jurm,0.11699999999999999,0.19,1,0,2,1
Kudirithe Cup Coffee,0.21,0.106,0,1,0,3
Director,0.07200000000000001,0.13699999999999998,1,0,1,4
Au-délà de Cap-Noir,0.13699999999999998,0.0,0,1,0,3
The Vanishing,0.068,0.075,0,2,3,0
Raakh,0.35200000000000004,0.196,0,1,0,3
Kyaa Kool Hai Hum 2,0.08900000000000001,0.054000000000000006,0,2,3,0
Nila Kaalam,0.18,0.08,0,1,0,3
Make It Happen,0.124,0.040999999999999995,0,1,0,0
50 Ways of Saying Fabulous,0.085,0.081,0,2,3,0
The Devil at 4 O'Clock,0.094,0.098,0,2,1,2
Firaaq,0.042,0.201,1,0,2,1
Les Fanatiques,0.045,0.156,1,0,1,4
Hated: GG Allin and the Murder Junkies,0.11199999999999999,0.12,0,2,1,2
Take the Money and Run,0.105,0.11,0,2,1,2
The Fatal Mallet,0.233,0.138,0,1,0,3
Bambaru Avith,0.073,0.045,0,2,3,0
Jothe Jotheyali,0.107,0.10300000000000001,0,2,1,2
Boston Quackie,0.07400000000000001,0.067,0,2,3,0
Anything to Survive,0.066,0.031,0,2,3,0
Dropout,0.08199999999999999,0.096,0,2,1,2
Kilometer 31,0.049,0.177,1,0,2,1
Ultraman Tiga: The Final Odyssey,0.163,0.127,0,1,0,2
Charlie Chan's Secret,0.048,0.128,1,0,1,4
"Happy Birthday, Wanda June",0.16,0.09,0,1,0,3
Maniac Cop,0.052000000000000005,0.27899999999999997,1,0,2,1
Descendents of Cain,0.0,0.0,0,2,3,0
Path of Destruction,0.149,0.109,0,1,0,2
My First Mister,0.10099999999999999,0.083,0,2,3,2
Radiant City,0.08,0.052000000000000005,0,2,3,0
Vellitherai,0.126,0.055,0,1,0,2
Shot in the Frontier,0.188,0.151,0,1,0,2
Angel Rodriguez,0.086,0.084,0,2,3,0
Antikiller,0.022000000000000002,0.222,1,0,2,1
Sleepaway Camp,0.044000000000000004,0.11599999999999999,1,2,1,4
Playing by Heart,0.045,0.05,0,2,3,0
The Arc of Life,0.027999999999999997,0.092,1,2,3,4
Romola,0.055999999999999994,0.036000000000000004,0,2,3,0
I Wish I Had a Wife,0.02,0.045,0,2,3,0
Class of 1999,0.048,0.126,1,2,1,4
Suren Suror Putek,0.135,0.068,0,1,0,2
The Baby Doll Night,0.047,0.23800000000000002,1,0,2,1
Chameleon,0.094,0.215,1,0,2,1
Sadiyaan,0.08,0.045,0,2,3,0
Conflict of Interest,0.049,0.204,1,0,2,1
Bad Reputation,0.111,0.22699999999999998,1,0,2,1
U.S. Marshals,0.038,0.17800000000000002,1,0,2,1
Dirty Deeds,0.063,0.10099999999999999,0,2,1,4
"Fireworks, Should We See It from the Side or the Bottom?",0.049,0.084,0,2,3,0
The Sleeping Cardinal,0.0,0.11199999999999999,1,2,1,4
He Walked by Night,0.019,0.096,1,2,3,4
The Barrens,0.028999999999999998,0.132,1,0,1,4
Vinodayathra,0.14800000000000002,0.064,0,1,0,3
Chill Factor,0.037000000000000005,0.16699999999999998,1,0,2,4
Public Enemy,0.04,0.212,1,0,2,1
The Social Network,0.106,0.085,0,2,1,2
The Exile,0.098,0.059000000000000004,0,2,3,0
Strong Enough to Break,0.015,0.08199999999999999,0,2,3,4
Dust,0.061,0.172,1,0,2,1
Umbrella,0.023,0.034,0,2,3,0
Immortals,0.065,0.182,1,0,2,1
The Shower,0.0,0.18,1,0,2,1
Hanky Panky,0.05,0.221,1,0,2,1
Sadie McKee,0.136,0.114,0,1,0,2
Mouna Geethangal,0.038,0.071,0,2,3,0
The Spiders,0.085,0.08900000000000001,0,2,1,2
Mae bia,0.04,0.1,1,2,1,4
The Natural History of Parking Lots,0.023,0.10300000000000001,1,2,1,4
Russian Rhapsody,0.036000000000000004,0.069,0,2,3,0
Who's Nailin' Paylin?,0.063,0.033,0,2,3,0
A Blade in the Dark,0.038,0.191,1,0,2,1
Arirang geuhu iyagi,0.0,0.31,1,0,2,1
T.R. Baskin,0.085,0.059000000000000004,0,2,3,0
Mere Sajna,0.175,0.115,0,1,0,2
Dinocroc vs. Supergator,0.057,0.21,1,0,2,1
Return to Snowy River,0.087,0.083,0,2,3,0
Penetration Angst,0.1,0.245,1,0,2,1
Jaal,0.111,0.11599999999999999,0,2,1,2
America: A Call to Greatness,0.066,0.035,0,2,3,0
The Racket,0.057,0.086,0,2,3,0
Son of India,0.163,0.158,1,1,0,2
Nasty Old People,0.076,0.09,0,2,1,0
Lakshyabhed,0.198,0.158,0,1,0,2
İş Bank commercial featuring Atatürk,0.11900000000000001,0.085,0,1,0,2
Kid Monk Baroni,0.11800000000000001,0.055999999999999994,0,1,0,0
Shanghai Kiss,0.062,0.045,0,2,3,0
Something Something ... Unnakum Ennakum,0.10800000000000001,0.065,0,2,3,0
How to Die in Oregon,0.05,0.139,1,0,1,4
Man of the House,0.065,0.08800000000000001,0,2,3,0
Reversal of Fortune,0.09699999999999999,0.054000000000000006,0,2,3,0
Reality Bites,0.066,0.098,0,2,1,4
Hack!,0.044000000000000004,0.174,1,0,2,1
Tarzan's Revenge,0.01,0.087,1,2,3,4
Anna Karenina,0.0,0.385,1,0,2,1
Pirates of the High Seas,0.095,0.151,1,0,1,2
The Small Back Room,0.092,0.113,0,2,1,2
Eight-Ball Andy,0.034,0.091,0,2,3,4
Preminchu,0.107,0.069,0,2,3,0
Munde U.K. De,0.17800000000000002,0.038,0,1,0,3
Koyaanisqatsi,0.011000000000000001,0.032,0,2,3,0
Space Truckers,0.08,0.125,1,2,1,4
Choices,0.049,0.062,0,2,3,0
Rhythm in the Air,0.14800000000000002,0.057,0,1,0,3
The Tao of Steve,0.057,0.033,0,2,3,0
Sharing the Secret,0.09699999999999999,0.11900000000000001,0,2,1,2
Shot through the heart,0.126,0.149,1,0,1,2
Um Show de Verão,0.125,0.0,0,1,0,0
The Guardsman,0.062,0.114,1,2,1,4
Haunted Mouse,0.07400000000000001,0.052000000000000005,0,2,3,0
Tales of Terror,0.022000000000000002,0.16699999999999998,1,0,2,4
A Tale of a Naughty Girl,0.033,0.039,0,2,3,0
The Big Chill,0.066,0.08199999999999999,0,2,3,0
Dave Chappelle's Block Party,0.066,0.037000000000000005,0,2,3,0
Kairo,0.048,0.115,1,2,1,4
The Rebel Rousers,0.174,0.187,1,0,1,2
Mademoiselle,0.03,0.259,1,0,2,1
Eragon,0.044000000000000004,0.079,0,2,3,0
Mana Desam,0.191,0.221,1,0,2,1
Victim,0.12,0.179,1,0,1,2
Raiders of the Lost Ark: The Adaptation,0.10300000000000001,0.0,0,2,3,0
Bloody Beach,0.066,0.08900000000000001,0,2,3,4
Special Forces,0.102,0.23199999999999998,1,0,2,1
Sumo of the Opera,0.14300000000000002,0.086,0,1,0,2
The Chain Reaction,0.045,0.222,1,0,2,1
Whose Life Is It Anyway?,0.174,0.076,0,1,0,3
Rock 'n' Rodent,0.045,0.08900000000000001,0,2,3,4
Borrowed Hearts,0.113,0.069,0,1,3,2
Enakkoru Magan Pirappan,0.12300000000000001,0.05,0,1,0,0
In the Flesh,0.057999999999999996,0.147,1,0,1,4
The Poet,0.07400000000000001,0.16699999999999998,1,0,1,4
Night Warning,0.062,0.14400000000000002,1,0,1,4
Ente Upasana,0.094,0.092,0,2,1,2
Hollywood Chainsaw Hookers,0.0,0.0,0,2,3,0
Boat,0.038,0.125,1,2,1,4
A Million to Juan,0.11599999999999999,0.106,0,1,1,2
The Long Kiss Goodnight,0.059000000000000004,0.10300000000000001,0,2,1,4
By The People,0.025,0.105,1,2,1,4
Black Bridge,0.156,0.127,0,1,0,2
Venezzia,0.14800000000000002,0.08,0,1,0,2
Porky's Preview,0.032,0.013000000000000001,0,2,3,0
Flash Gordon Conquers the Universe,0.034,0.128,1,0,1,4
Guys and Dolls,0.13699999999999998,0.121,0,1,0,2
Ayalum Njanum Thammil,0.13,0.083,0,1,0,2
Miracle Run,0.08199999999999999,0.07,0,2,3,0
Family Resemblances,0.092,0.094,0,2,1,2
The Expendables,0.05,0.231,1,0,2,1
Panic in Year Zero!,0.077,0.159,1,0,1,4
The Baltimore Bullet,0.085,0.0,0,2,3,0
Walk the Proud Land,0.18,0.021,0,1,0,3
Mr. & Mrs. Bridge,0.157,0.043,0,1,0,3
Tangled,0.111,0.1,0,2,1,2
Starstruck,0.0,0.152,1,0,1,4
The Lesser Evil,0.083,0.122,1,2,1,4
Ee Sabdam Innathe Sabdam,0.0,0.344,1,0,2,1
Puli Vesham,0.125,0.067,0,1,0,2
Below Zero,0.087,0.132,1,0,1,4
The Clique,0.109,0.084,0,2,3,2
Sudden Impact,0.065,0.21100000000000002,1,0,2,1
Thérèse Raquin,0.159,0.168,1,0,1,2
Hold Anything,0.081,0.040999999999999995,0,2,3,0
Blind,0.047,0.14800000000000002,1,0,1,4
Invertigo,0.07200000000000001,0.179,1,0,2,1
Toofan Aur Deeya,0.07,0.06,0,2,3,0
Love Affair; Or The Case of the Missing Switchboard Operator,0.046,0.163,1,0,1,4
Sofia's Last Ambulance,0.035,0.125,1,2,1,4
"Algérie, histoires à ne pas dire",0.087,0.055999999999999994,0,2,3,0
Shadowboxer,0.08,0.158,1,0,1,4
Stand Up for Justice: The Ralph Lazo Story,0.11900000000000001,0.032,0,1,3,0
The Reaping,0.063,0.146,1,0,1,4
Hold That Baby!,0.102,0.044000000000000004,0,2,3,0
Shukno Lanka,0.18100000000000002,0.021,0,1,0,3
The Siege of Firebase Gloria,0.07400000000000001,0.165,1,0,1,4
Like It Is,0.09,0.11199999999999999,0,2,1,2
Guns at Batasi,0.04,0.061,0,2,3,0
The Colleen Bawn,0.084,0.195,1,0,2,1
A Complete History of My Sexual Failures,0.184,0.087,0,1,0,3
Roberta,0.11900000000000001,0.075,0,1,0,2
"Verde por fora, vermelho por dentro",0.152,0.193,1,0,2,2
Harrison's Flowers,0.028999999999999998,0.105,1,2,1,4
Tomboy,0.039,0.027000000000000003,0,2,3,0
The Lonely Guy,0.111,0.129,1,0,1,2
I Spy,0.094,0.145,1,0,1,2
Achan,0.122,0.16899999999999998,1,0,1,2
Un rey en la Habana,0.191,0.175,1,1,0,2
Movers & Shakers,0.0,0.172,1,0,2,4
Tokyo: The Last Megalopolis,0.075,0.094,0,2,1,4
Escape at Dawn,0.141,0.1,0,1,0,2
That's My Pup!,0.065,0.079,0,2,3,0
Saved by the Bell: Hawaiian Style,0.151,0.006999999999999999,0,1,0,3
Unexpected Riches,0.16699999999999998,0.0,0,1,0,3
When a Man Loves a Woman,0.109,0.069,0,2,3,2
Horror Hospital,0.07,0.084,0,2,3,0
World War II: When Lions Roared,0.071,0.069,0,2,3,0
The Texas Chainsaw Massacre 3D,0.059000000000000004,0.0,0,2,3,0
The Princess of Temple Street,0.109,0.098,0,2,1,2
La Monja,0.076,0.16399999999999998,1,0,1,4
Ballistic: Ecks vs. Sever,0.055999999999999994,0.14,1,0,1,4
She Married Her Boss,0.0,0.062,0,2,3,0
The Big Shot-Caller,0.2,0.107,0,1,0,3
"Long Life, Happiness & Prosperity",0.18899999999999997,0.081,0,1,0,3
Jarhead,0.057999999999999996,0.156,1,0,1,4
The Return of Swamp Thing,0.04,0.183,1,0,2,1
The Bullet Train,0.09,0.10099999999999999,0,2,1,2
Aşk Tutulması,0.128,0.10300000000000001,0,1,0,2
Ripper 2: Letter from Within,0.063,0.096,0,2,1,4
The Buffalo Boy,0.086,0.094,0,2,1,2
B.F.'s Daughter,0.158,0.149,1,1,0,2
Bujang Lapok,0.14400000000000002,0.1,0,1,0,2
Perceval le Gallois,0.0,0.0,0,2,3,0
"Yes, But...",0.32799999999999996,0.13,0,1,0,3
The Grotesque,0.075,0.068,0,2,3,0
Strippers vs Werewolves,0.0,0.27,1,0,2,1
Affair in Trinidad,0.094,0.132,1,0,1,2
Mumbai Se Aaya Mera Dost,0.077,0.111,0,2,1,4
The Skywalk Is Gone,0.018000000000000002,0.051,0,2,3,0
The Ex-Mrs. Bradford,0.085,0.15,1,0,1,4
The Specials,0.159,0.094,0,1,0,2
The Fabulous Baron Munchausen,0.106,0.064,0,2,3,0
Sexy Partners,0.146,0.16699999999999998,1,0,1,2
Lillian Gish in a Liberty Loan Appeal,0.231,0.11,0,1,0,3
Very Annie Mary,0.151,0.095,0,1,0,2
Liang Po Po: The Movie,0.11199999999999999,0.201,1,0,2,1
Pray,0.047,0.235,1,0,2,1
"Farewell, Kamen Rider Den-O: Final Countdown",0.052000000000000005,0.11800000000000001,1,2,1,4
Shabana,0.08199999999999999,0.191,1,0,2,1
The Champagne Murders,0.05,0.177,1,0,2,1
The Dukes of Hazzard: Reunion!,0.068,0.067,0,2,3,0
The Fox Family,0.132,0.10099999999999999,0,1,0,2
Kali Sankar,0.068,0.175,1,0,2,1
Skinwalkers,0.066,0.156,1,0,1,4
Get to Know Your Rabbit,0.114,0.021,0,1,3,0
Hideout in the Sun,0.106,0.125,1,0,1,2
Windy City Heat,0.049,0.084,0,2,3,0
The Next Hit,0.146,0.151,1,1,1,2
Second to Die,0.057,0.161,1,0,1,4
Cop and a Half,0.092,0.121,1,2,1,2
God's Gift,0.065,0.098,0,2,1,4
The Swan,0.094,0.046,0,2,3,0
Nothing in Common,0.092,0.10400000000000001,0,2,1,2
A Very Serious Person,0.027000000000000003,0.063,0,2,3,0
The Living Ghost,0.059000000000000004,0.201,1,0,2,1
Katalin Varga,0.11699999999999999,0.096,0,1,1,2
Enter the Game of Death,0.077,0.18600000000000003,1,0,2,1
The General in Red Robes,0.057999999999999996,0.10800000000000001,1,2,1,4
Angel,0.14800000000000002,0.06,0,1,0,3
Prem Kahani,0.154,0.14300000000000002,1,1,0,2
La môme vert-de-gris,0.11199999999999999,0.047,0,1,3,0
The 7th Dawn,0.062,0.21600000000000003,1,0,2,1
Bellyful,0.16399999999999998,0.026000000000000002,0,1,0,3
Bloodstone,0.087,0.155,1,0,1,4
Mickey's 60th Birthday,0.08800000000000001,0.08,0,2,3,0
Before We Forget,0.044000000000000004,0.133,1,0,1,4
Ishqiya,0.099,0.184,1,0,2,1
Arasu,0.183,0.033,0,1,0,3
Week-End at the Waldorf,0.08900000000000001,0.09699999999999999,0,2,1,2
Jogger's Park,0.187,0.06,0,1,0,3
Independence Day,0.18100000000000002,0.06,0,1,0,3
Doraemon: The New Record of Nobita: Spaceblazer,0.055999999999999994,0.145,1,0,1,4
Lijmen/Het Been,0.05,0.094,0,2,1,4
Hustle,0.061,0.115,1,2,1,4
Alice Solves the Puzzle,0.078,0.08800000000000001,0,2,3,0
Dynamite Warrior,0.006999999999999999,0.10300000000000001,1,2,1,4
Plunder and Lightning,0.062,0.12,1,2,1,4
The Namesake,0.081,0.065,0,2,3,0
Saat Paake Bandha,0.138,0.105,0,1,0,2
Raincoat,0.09,0.019,0,2,3,0
River's Edge,0.087,0.183,1,0,2,1
Home Sweet Home,0.07400000000000001,0.07400000000000001,0,2,3,0
Secret Rivals,0.095,0.08800000000000001,0,2,1,2
Song For a Raggy Boy,0.081,0.188,1,0,2,1
Kingdoms of Grace,0.138,0.06,0,1,0,3
The Friends of Eddie Coyle,0.067,0.10099999999999999,0,2,1,4
Mum & Dad,0.062,0.11800000000000001,1,2,1,4
Ripe,0.059000000000000004,0.18,1,0,2,1
Taboo,0.182,0.035,0,1,0,3
A Christmas Carol,0.113,0.138,1,0,1,2
The Astroduck,0.051,0.0,0,2,3,0
Swordsmen in Double Flag Town,0.05,0.128,1,0,1,4
Love and Curses,0.052000000000000005,0.079,0,2,3,0
O Terceiro Travesseiro,0.26899999999999996,0.10300000000000001,0,1,0,3
Earth Star Voyager,0.07400000000000001,0.08800000000000001,0,2,3,0
Ying wang,0.213,0.054000000000000006,0,1,0,3
The Naked Brothers Band: Battle of the Bands,0.129,0.12300000000000001,0,1,1,2
Away We Go,0.128,0.049,0,1,0,3
Evil Angel,0.08900000000000001,0.184,1,0,2,1
Enchanted April,0.20199999999999999,0.064,0,1,0,3
The Wedding,0.025,0.099,1,2,1,4
Auto Shankar,0.10300000000000001,0.153,1,0,1,2
Km. 0,0.081,0.08199999999999999,0,2,3,0
Aryan,0.077,0.11599999999999999,1,2,1,4
Grain in Ear,0.0,0.168,1,0,2,4
Children of the Corn IV: The Gathering,0.10400000000000001,0.16399999999999998,1,0,1,2
Konchem Koththaga,0.01,0.213,1,0,2,1
Judgment,0.018000000000000002,0.21100000000000002,1,0,2,1
The Sword and the Sorcerer,0.09300000000000001,0.10099999999999999,0,2,1,2
The Sergeant,0.10800000000000001,0.203,1,0,2,1
Periwinkle,0.377,0.062,0,1,0,3
Pride,0.161,0.081,0,1,0,3
Wraiths of Roanoke,0.055999999999999994,0.21100000000000002,1,0,2,1
Psycho III,0.062,0.156,1,0,1,4
Raamanam,0.008,0.045,0,2,3,0
Zombie Beach,0.139,0.23600000000000002,1,0,2,1
